"id","body","status","idate","freq","wfu"
"80/04","urgent action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 19 november 2004 further information on ua 80/04 issued 24 february 2004 fear for safety/ possible ""disappearance"" nepal purushotam chudal (m), aged 20, student keshav chudal (m), aged 25, taxi driver (trainee)","update","2004-02-24",2,TRUE
"80/07","urgent  action uanetwork office aiusa 600 pennsylvania ave se, washington dc 20003 t. 202.544.0200 f. 202.675.8566 e. uan@aiusa.org amnestyusa.org/urgent/ 12 april 2007 further information on ua 80/07 (05 april 2007)  death penalty / legal concern usa (texas)             james lee clark (m), aged 38 james clark, white, was executed in texas in the early evening of 11 april 2007. he was sentenced to death in may 1994 for the rape and murder of 17-year-old shari catherine crews in june 1993. his clemency petition had sought the commutation of his death sentence to life imprisonment on the grounds that he had mental retardation. the texas board of pardons and paroles rejected clemency, and governor rick perry failed to intervene. asked if he had a final statement before being killed, james clark","stop action","",2,TRUE
"80/09","urgent  action uanetwork office aiusa 600 pennsylvania ave se, washington dc 20003 t. 202.544.0200 f. 202.675.8566 e. uan@aiusa.org amnestyusa.org/urgent/ ","update","",2,TRUE
"80/98","amnesty international usa's u r g e n t    a c t i o n ua office _ pobox 1270 nederland co 80466 _ ph 303 440 0913 _ fax 303 258 7881 _ e-mail sharriso@aiusa.org _ http://www.amnesty-usa.org/urgact/ 8 december 1998 further information on extra 80/98 issued 8 november 1998 - disappearance/fear for safety nepal   sumitra ghimire (female) aged 20, political activist bharat regmi (male) aged 26, political activist amnesty international continues to be concerned about the safety of the two individuals named above who were arrested by police from the premises of the appellate court in rupandehi district on 29 october 1998. the organization is trying to confirm a report that sumitra ghimire might be detained in syangja district jail, in the western region. the whereabouts of bharat regmi remain unknown. further recommended action: please send telegrams/telexes/faxes/express/ airmail letters: - continuing to express concern for the safety of sumitra ghimire and bharat regmi; - urging the government to immediately investigate and make public their whereabouts; -urging that the authorities confirm whether sumitre ghimire is detained at syangja district jail, and if so, make public the charges against her; - requesting that she be given immediate access to her family, a lawyer and medical treatment; - reminding the government of nepal of its commitment to the universal declaration of human rights, in particular article 9:""no one shall be subjected to arbitrary arrest, detention or exile. appeals to:         (salutation) fax tones may be difficult to obtain.  please keep trying. (dear prime minister) rt. hon prime minister girija prasad koirala prime minister office of the prime minister singha durbar kathmandu nepal","","1998-11-08",2,TRUE
"80/99","amnesty international usa's u r g e n t    a c t i o n ua office _ pobox 1270 nederland co 80466 _ ph 303 258 1170 _ fax 303 258 7881 _ e-mail sharriso@aiusa.org _ http://www.amnesty-usa.org/urgact/ extra 80/99                    fear for safety/fear of refoulement 1 july 1999 venezuela           some 700 colombian refugees some 700 colombian refugees, who fled paramilitary killings and death threats, are reportedly about to be forcibly returned from venezuela. a venezuelan army general has apparently told journalists that their return to colombia is imminent (inminente), possibly through the venezuelan border town of puerto santander. there are serious fears for their safety. at the end of may 1999 a 400-strong colombian paramilitary force surrounded the rural district of la gabarra, norte de santander department, near the border with venezuela. the paramilitaries reportedly killed at least five local peasant farmers, threatened to attack the community and refused to let the inhabitants leave. the paramilitaries warned others, whom they detained and then released, that they were going to take control of the district and execute those they considered to be guerrilla sympathizers or collaborators. on 1 june a colombian local ombudsman (defensor del pueblo) reported that the paramilitaries had killed up to 20 people and abducted a further 15 (see ua 125/99, ai index amr 23/44/99, 2 june 1999). the paramilitary incursion was followed by clashes in the area between colombian security forces and guerrillas, which are continuing. since the start of the offensive by colombian paramilitaries and security forces, some 3700 colombian men, women and children have fled across the border into venezuela, in four separate waves. those who crossed in the first three waves - some 3000 - have already been returned to a part of colombia where they are not in immediate danger. most apparently returned voluntarily. however, amnesty international has learned that at least 100 were forcibly returned after having sought assistance from independent human rights defenders to formally request asylum in venezuela. another 300 were reportedly returned without having their situation assessed in a full and fair asylum procedure. the remaining 700 refugees are currently held in a venezuelan military post near la vaquera, municipality of jess mara semprum, in the state of zulia. they have apparently been denied access to human rights defenders and journalists. amnesty international does not know whether they have had access to representatives of the united nations high commission for refugees (unhcr). background information under the principle of non-refoulement venezuela is obliged to ensure that no person is returned, directly or indirectly, to a country where they would face serious human rights violations. implicit in this obligation is the necessity to establish and ensure access to a satisfactory asylum procedure to identify those at risk. such a procedure must include access to the unhcr and provisions for an effective appeal against rejection of an asylum claim, whereby the asylum-seeker is allowed to stay in the country for the duration of the appeal. the principle of non-refoulement is recognised by the international community as a norm of customary international law binding on all states. furthermore, venezuela, together with other members of the organization of american states (oas) proposed the 1984 cartagena declaration on refugees, and should therefore apply the broader definition of a refugee enshrined in article 3 of this declaration. this article recommends that those who have fled their country because their lives, safety or freedom have been threatened by, among other things, generalized violence, internal conflicts, or massive human rights violations, should be afforded refugee status. recommended action: please send telegrams/telexes/faxes/express/airmail","","",3,TRUE
"81/00","amnesty international usa's u r g e n t    a c t i o n ua office _ pobox 1270 nederland co 80466 _ ph 303 258 1170 _ fax 303 258 7881 _ e-mail sharriso@aiusa.org _ http://www.amnesty-usa.org/urgact/ extra 81/00       death penalty / legal concern 25 october 2000 usa (texas) john paul penry, aged 44 john paul penry is scheduled to be executed in texas on 16 november 2000. he was sentenced to death in 1980, and again at a retrial in 1990, for the murder of pamela moseley carpenter in 1979. john paul penry has serious mental impairment and suffered a childhood of appalling torture and abuse. john penrys first death sentence was overturned by the us supreme court in 1989. in a landmark decision, penry v lynaugh, the court ruled that it was not unconstitutional to execute a mentally retarded individual as long as the jury had been able to consider the mitigating value of such impairment. the court ruled that penrys 1980 jury had not been able to do so because of the rigid format of the texas capital sentencing scheme. as a result, the texas legislature amended the scheme, but this change had not come into force by the time of penrys 1990 retrial, at which he was again sentenced to death. the claim that penrys second jury had been restricted like his first was rejected by the us court of appeals for the fifth circuit in june 2000, although one of the three judges dissented. the defense has appealed to the us supreme court.  see beyond reason: the imminent execution of john paul penry (amr 51/195/99, december 1999), available at www.amnesty.org. in 1989, a month before the supreme courts penry ruling, the united nations adopted a resolution recommending that member states eliminate the death penalty for persons suffering from mental retardation or extremely limited mental competence, whether at the stage of sentence or execution (un economic and social council resolution 1989/64). in april 2000, the un commission on human rights called for an end to the use of the death penalty against anyone suffering from any form of mental disorder. john penrys 18-year-old mother suffered a nervous breakdown after his birth, which had almost killed her. after her return from mental hospital, she subjected him to vicious abuse for much of the next decade. she would burn him with cigarettes all over his body and beat him severely, breaking his left arm several times. his sister has testified that the beatings were practically an everyday affair... belt buckles, belts, it didnt matter, brooms, toy brooms, sticks and mop sticks, anything she could lay her hands on; or her feet, stomp on him and stuff, didnt matter to her... he would look at her wrong or something and she would just threaten to scratch his little eyeballs out... she would put her nails on his face and stuff, and we would stop her.  when john was four, his mother dipped him in scalding water in the kitchen sink, causing permanent scarring. another time she tried to drown him in the bath. she would often lock him in a room alone for long periods, where he would be forced to soil himself. at times she would make him eat his own feces and drink his urine. one time, she took a knife and threatened to cut off his penis for wetting his bed. neighbors would later tell of the toddlers daily terrible, terrible screams. by the age of 10, it was apparent that john penry was mentally retarded. he had been unable to learn in school and never finished the first grade (age 6-7). various institutions made various diagnoses of his impairment, including organic brain syndrome with mental retardation and behavioural disturbances and organic brain syndrome with psychosis due to repeated trauma and mild retardation. his intelligence quotient (iq) scores ranged between 50 and 63. to this day, he can barely read or write. taken out of a school for the mentally retarded at the age of 16, he then lived with relatives in livingston, texas. at 17, he was briefly committed to a psychiatric hospital after an act of arson. at 21, he was given a five-year prison sentence for rape, but was released on parole in august 1979 after serving two years. a psychological report indicated that his mental impairment might lead to aggressive acts. on 25 october 1979, 23-year-old john penry went to the home of pamela moseley carpenter, a member of one of livingstons best known families (her brother was a professional football star). john penry beat and allegedly raped the 22-year-old woman, before stabbing her with the scissors she had tried to fend him off with. she died in hospital. the american association on mental retardation (aamr) states: the death penalty is disproportionate to the level of culpability possible for people with mental retardation. executing people with mental retardation does not serve justice. a brief filed for john penry in the fifth circuit, by the aamr and others working in the field of mental retardation, also suggests that society must accept some responsibility for its failures to respond adequately to those whose mental impairments make them a risk to others. recommended action: please send telegrams/faxes/express/airmail letters in your own words using the following as a guide: - acknowledging the seriousness of the 1979 crime, and expressing sympathy for the family and friends of pamela moseley carpenter; - noting that in 13 of the usas 38 death penalty states, the execution of john paul penry would be prohibited (arkansas, colorado, georgia, indiana, kansas, kentucky, maryland, nebraska, new mexico, new york, south dakota, tennessee and washington have legislated against executing the retarded); - urging that john penry be spared as a first step towards texas joining this growing national consensus, and in line with long-held international standards of justice and decency; - urging the board of pardons and paroles to recommend clemency; - urging governor bush to do all in his power to stop this execution, including a written request that the board of pardons and paroles investigate and consider commutation, as provided for under title 37, rule 143.58 of the texas administrative code ([the bpp] shall investigate and consider a recommendation of commutation of sentence in any case, upon the written request of the governor). appeals to: board of pardons and paroles p.o. box 13401 austin, tx 78711-3401","","",2,TRUE
"81/02","urgent action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ extra 81/02          death penalty/legal concern                                    29 october 2002 usa (georgia)          curtis malcolm woodyard, black, aged 19 curtis woodyard is facing trial in augusta, georgia, at which the richmond county prosecution intends to seek a death sentence. curtis woodyard was 17 at the time of the crime with which he has been charged. international law, respected in almost every country in the world apart from the usa, prohibits the use of the death penalty against people who were under 18 years old at the time of the crime. curtis woodyard is accused of the capital murder of gordon edward petty, a white male, committed on 27 november 2000 in augusta. jury selection for his trial is scheduled to begin on 12 november 2002. background information there is an unequivocal international prohibition on the use of the death penalty against child offenders, people who were under 18 at the time of the crime. the geneva conventions, the international covenant on civil and political rights (iccpr), the convention on the rights of the child (crc), the american convention on human rights and the united nations safeguards guaranteeing protection of the rights of those facing the death penalty, all have provisions exempting this age group from the death penalty. under the 1989 us supreme court decision, stanford v kentucky , defendants who were 16 or 17 years old at the time of the crime can be subject to the death penalty in the usa. since that decision, 191 countries have ratified the crc. the usa has not ratified the crc, but has signed it, thereby binding itself under international law not to do anything to undermine the treatys provisions pending a decision on whether to ratify it. the usa ratified the iccpr in 1992, but lodged a reservation purporting to exempt it from the prohibition on the use of death penalty against child offenders. the human rights committee, the expert body established by the iccpr to oversee the treatys implementation, has said that the reservation is incompatible with the object and purpose of the covenant and should be withdrawn. the committee has deplored the usas continuing execution of child offenders, and confirmed that the iccprs prohibition on such executions is a principle from which there can be no derogation. in 2000, the un sub-commission on the promotion and protection of human rights affirmed that such use of the death penalty violates customary international law, binding on all countries regardless of which treaties they have or have not ratified. since 1990, the usa has executed 18 child offenders, compared to 14 such executions reported in the rest of the world combined. these 14 occurred in democratic republic of congo (drc), iran, nigeria, pakistan, saudi arabia, and yemen. yemen and pakistan have now abolished such use of the death penalty in law. in 2001, the drc authorities commuted the death sentences of five child offenders, and there is currently a moratorium on executions there. as the other perpetrators drop out of this infamous club, the usas record as its leading member stands in ever starker relief. the usa accounts for 70 per cent of the known executions of child offenders worldwide since 1998 (12 out of 17). in september 2002, amnesty international published usa: indecent and internationally illegal: the death penalty against child offenders (amr 51/143/2002, available on www.amnesty.org. in it, the organization argued that the us supreme court should reconsider its 1989 stanford v kentucky decision in light of its june 2002 ruling, atkins v virginia . in the latter decision, it found the death penalty against people with mental retardation unconstitutional in the light of evolving standards of decency. among other things, the court acknowledged the relevance of international standards. however, on 21 october 2002, the court refused to take the appeal of kevin stanford, whose case was at the centre of the 1989 stanford v kentucky decision and who remains on death row. four of the nine supreme court justices dissented from the denial of the appeal: there are no valid procedural objections to our reconsideration of the issue now, and, given our recent decision in atkins v virginia , we certainly should do so. the dissent continued that the execution of people for crimes committed when they were under 18 years old is a relic of the past and is inconsistent with evolving standards of decency in a civilized society. we should put an end to this shameful practice. several newspapers, including the new york times and the washington post , have since editorialized that the supreme court should revisit the juvenile death penalty issue and outlaw the practice. the cases of at least two of the more than 80 child offenders on death row in the usa are currently pending before the court. recommended action: please send appeals to arrive as quickly as possible: - expressing sympathy for the family and friends of gordon edward petty, and explaining that you are not seeking to condone the manner of his death or comment on the guilt or innocence of the accused; - expressing concern that, in the event of his conviction, richmond county is intending to seek a death sentence against curtis woodyard, in violation of international law which prohibits the imposition of the death penalty against people who were under 18 at the time of the crime; - noting that this international prohibition is respected in almost every country of the world outside the usa; - pointing out the damage that is being done to usas reputation as a result of local prosecutors seeking internationally illegal death sentences; - noting the recent dissent of four supreme court justices supporting an end to this shameful practice; - calling on the district attorneys office to drop its pursuit of a death sentence in this case, in line with standards of decency recognized in many parts of the usa and around the world. appeals to: daniel j. craig district attorney augusta judicial circuit fourth floor, hatcher 500 building 501 greene street augusta, ga 30901","","",3,TRUE
"81/03","urgent action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 8 april 2003 further information on ua 81/03 issued 21 march 2003 and re-issued 28 march 2003 arrest and detention without charge/abduction/fear for safety/torture/ill-treatment zimbabwe austin mupandawana (m) movement for democratic change (mdc) member of parliament for kadoma central calisto tsvangirai (m) francis musiniwa (m) tongai ndemberembe (m) - mdc activists an unknown number of other mdc activists austin mupandawana, calisto tsvangirai, francis musiniwa, tongai ndemberembe and 24 other movement for democratic change (mdc) activists were released from kadoma prison on 4 april. they had been held for 17 days. initially the court had denied them bail and remanded them in custody until 9 april. however, they were granted bail on 4 april and are are scheduled to appear in court on 9 april, to answer charges of destroying property. the 28 men were arrested on 19 march and charged under the public order and security act (posa) with public violence and sabotage during the national two day mass stay-away of 18 and 19 march. austin mupandawana, calisto tsvangirai, francis musiniwa and tongai ndemberembe claimed that they had been assaulted and tortured while in police custody, and tongai ndembere was attacked by a police dog. none of the men was given access to medical treatment in detention. after their release, all four men received hospital treatment. though most of those arrested during the national ""stay-away"" have now been released, among the mdc activists still missing are eight activists reportedly abducted in the budiriro and mabvuku suburbs of harare by supporters of the ruling zanu-pf party. many thanks to all who sent appeals. amnesty international will continue to investigate the cases of those still missing in zimbabwe. if possible, please send a final round of appeals: - welcoming the release of austin mupandawana, calisto tsvangirai, francis musiniwa, tongai ndemberembe and 24 other movement for democratic change (mdc) activists; - expressing concern that austin mupandawana, calisto tsvangirai, francis musiniwa and tongai ndemberembe were beaten and tortured while in police custody, and were denied access to medical treatment in contravention of the standard minimum rules for the treatment of prisoners and the united nations convention against torture; - calling for an immediate and impartial investigation into the alleged beating and torture of austin mupandawana, calisto tsvangirai, francis musiniwa and tongai ndemberembe, for the results to be made public and for those responsible to be brought to justice; - calling for the immediate release of those reportedly abducted and urging that those responsible for the abductions be brought to justice. appeals to: (it is sometimes difficult to get through to zimbabwe fax numbers but please keep trying; if you cannot get through please send your appeal by airmail) minister of home affairs: the honourable khembo mohadi 11th floor mukwati building private bag 7703 causeway harare zimbabwe","update","2003-03-21",3,TRUE
"81/04","urgent action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 16 february 2005 further information on ua 81/04 issued 24 february 2004 and re-issued 23 april 2004 and 14 may 2004 fear of execution/unfair trial","update","2004-02-24",4,TRUE
"82/00","amnesty international usa's u r g e n t    a c t i o n ua office _ pobox 1270 nederland co 80466 _ ph 303 258 1170 _ fax 303 258 7881 _ e-mail sharriso@aiusa.org _ http://www.amnesty-usa.org/urgact/ extra 82/00       fear for safety/fear of torture   3 november 2000 tanzania        ayube bakari    ]   civic united front (cuf) ismail jusab    ]   officials salum dimani    ] police have beaten up three officials of zanzibars opposition party the civic united front (cuf), as the island prepares for a re-run of elections on 5 november in several constitutencies where there were serious irregularities. without immediate action to address police brutality and torture, opposition activists, journalists and others in zanzibar are likely to face further police violence and torture. the three cuf members named above were attacked by the police anti-smuggling unit kikosi maalum cha kuzuia magendo (kmma) as they left the partys offices in zanzibar town on the evening of 1 november. salum dimani was beaten and kicked so badly that he has been hospitalized. presidential and parliamentary elections were held throughout tanzania (including zanzibar island) on 29 october. observers from the commonwealth among others said that the elections on zanzibar were unfair and should be re-run. however, the electoral commission, appointed by the ruling chama cha mapinduzi, party of the revolution (ccm), has agreed to hold new elections in only 16 of the islands 50 constituencies. zanzibar opposition activists who challenged this decision and called for new elections in all constituencies have been beaten and arbitrarily arrested, as have journalists monitoring the elections. on 30 october, when demonstrators, including cuf supporters, protested against the irregularities in the elections, police in riot gear opened fire with live ammunition, tear-gas and rubber bullets. scores of people, including bystanders not involved in the protest, were reportedly injured, at least one seriously. thirty-two people were arrested and charged with ""causing a breach of the peace"". more than 100 people have reportedly been arrested since the election. the cuf say they will not accept the new elections unless they are seen to be free and fair, and are calling for a rerun of elections for the zanzibar presidency and parliament. the authorities are apparently targeting the opposition officials (who witness proceedings at polling stations as representatives of their party) to ensure that all the parties are represented in the new elections on sunday. background information the presidential and parliamentary elections were held on mainland tanzania and on the semi-autonomous island of zanzibar. the elections on the mainland passed with little harassment. however the situation in zanzibar, as noted above, is a cause for concern. when zanzibar last held elections in 1995, opposition activists who challenged the result were beaten, tortured, arrested and imprisoned. the authorities appear to be following the same pattern this time too. since the last election they have attempted to stifle political opposition on the island. eighteen cuf activists have been jailed as prisoners of conscience for the past three years, charged with treason. if convicted they face a mandatory death sentence. recommended action: please send telegrams/faxes/express/airmail letters: - expressing concern that police officers attacked and beat the three cuf election officials named above; - expressing concern that police used excessive and potentially lethal force against peaceful demonstrators after the zanzibar presidential and parliamentary elections; - expressing concern that police have also beaten and arbitrarily arrested cuf supporters, journalists and others; - urging the tanzanian and zanzibar authorities to stop the police from ill-treating peaceful protesters, and to ensure that they exercise restraint; - calling on the police authorities to issue clear instructions reminding all their officers that they may use lethal force or firearms only in exceptional circumstances in accordance with relevant international standards, notably the united nations basic principles on the use of force and firearms by law enforcement officials; - urging the authorities to carry out a full investigation into the alleged police and kmma brutality and torture; - urging the government to immediately release any prisoners not charged with a recognisably criminal offence. appeals to: president salmin amour office of the president of zanzibar p o box 2422 zanzibar, tanzania","","",2,TRUE
"82/02","urgent  action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 4 november 2002 extra 82/02                   death penalty/legal concern usa (georgia)                  james willie brown, aged 54 james willie brown, white, is facing imminent execution in georgia. he has been given an execution warrant which is valid from 19 to 26 november 2002. past experience suggests that the authorities will schedule the execution for the first day of the warrant, 19 november. james brown was sentenced to death at a retrial in 1990 for the rape and murder of brenda watson in 1975. james brown has a long history of mental illness, which has included repeated diagnoses of schizophrenia. at the age of 15, he was diagnosed as suffering from convulsive disorder and prescribed medication to control his seizures. by the age of 17 he had entered the army but served less then two years before eventually being discharged due to his mental illness. as his situation deteriorated, he began to use illegal drugs, and was arrested for the first time in 1968, at about the age of 20. he was deemed incompetent to stand trial, that is, that he lacked the mental capacity to fully understand the proceedings or assist in his defense. he was therefore sent to a state mental facility. between the time of his first arrest and his 1981 trial for the murder of brenda watson, he was in mental facilities for 70 per cent of the time, both on an involuntary and voluntary basis. his trial for murder was delayed for six years on the grounds of mental incompetence. he was eventually tried and sentenced to death in 1981, but was granted a new trial by a federal court in 1988 on the grounds of doubts over his competency to stand trial in 1981. he was retried in 1990, and again sentenced to death. at the retrial, the defense presented two experts who testified that james brown suffered from chronic paranoid schizophrenia. in a subsequent affidavit, given in 1994, one of these experts stated: mr. browns medical history establishes that his mental illness was of a long standing nature... from mr. browns post-arrest hospitalization in june 1975 until shortly before his original trial in january 1981, mr. brown was under almost constant supervision by mental health professionals at central state hospital. the affidavit continues: considering the type of illness, his extensive medical history and my examination of mr. brown, it was my opinion to a reasonable degree of medical certainty that mr. brown was psychotic at the time of the alleged offense and that he acted upon delusions and therefore, could not distinguish between right and wrong at the time. based upon my recent review of the additional materials, i stand by my original diagnosis and this opinion. in addition, two inmates who were in the county jail at the time of james browns arrest gave post-conviction affidavits that describe how he was out of touch with reality and psychotic. the states position at the 1990 retrial, however, was that james brown was faking his mental illness. it presented a doctor who stated that, in his opinion, the defendant did not have schizophrenia, but had suffered drug-induced flashbacks. this doctor appears to have ignored james browns long history and repeated diagnoses of mental illness (over the years more than 25 mental health experts employed by the state have found james brown to be mentally ill and not malingering). moreover, in closing arguments, the prosecutor stated to the jury: that brings us to the question that [the defense lawyer] wanted you to consider, should we put the mentally ill to death. well, i dont know the answer to that question... and you don t have to decide that question in this case. because, ladies and gentlemen, this man isnt mentally ill, he has never been mentally ill, and he is not mentally ill today. he was not mentally ill on the [day of the crime]. to bolster the states theory that the defendant was malingering, the prosecution presented two witnesses; a police officer and a former inmate, who said that james brown had made statements suggesting that he was faking his mental illness. the credibility of these witnesses has since been called into serious question. appeal courts have held that the trial lawyers were ineffective in not having impeached this testimony, but under the stringent us supreme court precedent on this issue, have ruled that the prisoner had not proved that this failure had affected the outcome of the proceedings. like many on death row in the usa, james willie brown comes from a background of poverty, deprivation and serious abuse. according to a 1994 affidavit given by a clinical psychologist, james brown was born in 1948 to a 15-year-old mother and an alcoholic father. theirs was one of the poorest families in a low-income neighborhood. the children were subjected to routine physical abuse, principally by the father. according to the","","",2,TRUE
"82/03","urgent action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 27 march 2003 further information on ua 82/03 issued 25 march 2003 fear for safety pakistan   akhtar baloch (m) local coordinator of the human rights commission of pakistan (hrcp) at around midnight on 25 march, akhtar baloch, a prominent member of the human rights commission of pakistan [hrcp] was released outside the gulfishan marriage hall in the latifabad -7 area of hyderabad in the pakistani province of sindh. he had been abducted by armed men two days earlier, as he returned from the annual general meeting of the hrcp. while akhtar baloch was missing, members of the hrcp had made widespread inquiries about his whereabouts to the authorities, including the police, the home minister and the governor of sindh. however they were unable to find out which agency was holding him. akhtar baloch reports that during his captivity he was constantly blindfolded and handcuffed. he was also repeatedly asked questions about the work and funding of the hrcp. he does not know exactly who was holding him, but believes he was held by one of the pakistani intelligence agencies. many thanks to all those who sent appeals on behalf of akhtar baloch. if possible please send a final round of appeals: - welcoming the release of akhtar baloch, but expressing concern that he was abducted and held captive, whilst blindfolded and handcuffed for two days; - urging the authorities to order a full, transparent and timely investigation into his abduction and for those found responsible to be arrested and tried in accordance with international legal standards for a fair trial. appeals to: (the fax numbers may be difficult to get through to, but please keep trying) president pervez musharraf pakistan secretariat islamabad, pakistan","update","2003-03-25",2,TRUE
"82/08","urgent  action uanetwork office aiusa 600 pennsylvania ave se, washington dc 20003 t. 202.544.0200 f. 202.675.8566 e. uan@aiusa.org amnestyusa.org/urgent/ ","update","",2,TRUE
"82/12","further information on ua: 82/12 (27 march 2012) and updates (11 may 2012) issue date: 18 may 2012","update","2012-05-18",3,TRUE
"83/05","urgent action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 6 may 2005 further information on ua 83/05 issued 12 april 2005 possible ""disappearance"" / fear for safety/ fear of torture or ill treatment new concern: medical","update","2005-04-12",2,TRUE
"83/11","further information on ua: 83/11 (21 march 2011)","update","2011-10-18",2,TRUE
"83/13","on 7 may, around 20 roma residents of an informal settlement on paprotna street, wroclaw were served with a 14-day eviction notice by the municipality without any consultation with them on the planned eviction. the 20 roma residents including children have been living in paprotna street for the past three years following a previous eviction. this is the second case in two months where the municipality of wroclaw has not followed due process leading up to planned evictions. this case is preceded by the case of 60 roma people from kamienskiego street in wroclaw that have now been facing forced eviction since the end of march. following on the initial urgent action issued on the 4 april (linked below) regarding the threat of forced eviction of roma residents of kamienskiego street, the wroclaw municipality met with representatives of amnesty international poland on 12 april. in the meeting, representatives of the municipality expressed their willingness to act in compliance with human rights standards including those related to the right to adequate housing and forced evictions. however, the municipalitys action in planning evictions that target the residents of another informal settlement on paprotna street, run contrary to their pronouncements in the meeting please write immediately in english, polish or your own language: n   calling on the wroclaw city authorities to immediately halt the evictions in two settlements at kamienskiego and paprotna street and ensure that evictions are only carried out once all international legal and procedural safeguards including genuine consultation, adequate notice and access to legal remedies are in place; n   call for them to ensure that any evictions of the communities currently living in both settlements are carried out only as a last resort and according to international human rights standards, following identification and serious consideration of all feasible alternatives based on genuine consultation with all those affected; n   call for them to ensure that no one is left homeless and vulnerable to other violations of their human rights as a result of actions undertaken by the authorities; n   remind the authorities that unless these conditions are met, an eviction will violate the human rights of affected individuals and amount to a breach of polands international human rights commitments. please send appeals before 28 june 2013 to: mayor of wroclaw rafa dutkiewicz ul. sukiennice 9 50-107 wrocaw poland","update","2013-05-17",2,TRUE
"83/99","amnesty international usa's u r g e n t    a c t i o n ua office _ pobox 1270 nederland co 80466 _ ph 303 258 1170 _ fax 303 258 7881 _ e-mail sharriso@aiusa.org _ http://www.amnesty-usa.org/urgact/ 9 july 1999 further information on extra 83/99 issued 7 july 1999 threat of withdrawal from the jurisdiction of the inter-american court of human rights peru perus congress voted to withdraw from the jurisdiction of the inter-american court of human rights on 7 july 1999. amnesty international is profoundly dismayed by the vote, and believes it to be an extremely serious setback for the promotion and protection of human rights in peru. the organization also believes that by refusing to recognize the jurisdiction of the inter-american court as binding, the government of peru has effectively denied human rights abuse victims any redress before an international court of law. over the past months the inter-american court has determined, through an impartial and fair judicial process, that the human rights of several persons in peru had been violated. amnesty international further believes that by withdrawing from the jurisdiction of the inter-american court, the government of peru has rendered meaningless article 205 of perus 1993 constitution. the article","","1999-07-07",4,TRUE
"84/00","amnesty international usa's u r g e n t    a c t i o n ua office _ pobox 1270 nederland co 80466 _ ph 303 258 1170 _ fax 303 258 7881 _ e-mail sharriso@aiusa.org _ http://www.amnesty-usa.org/urgact/ 17 november 2000 further information on extra 84/00 (14 november 2000) - fear for safety / ill-treatment mauritania  ahmed ould lafdal, udf/en external relations committee chair mohamed ould haroun ahmed ould wediaa, journalist ahmed ould bah sidi ould salem, university professor new name:   mohamed mounir ","","",3,TRUE
